SCHOOL,DEPARTMENT,POSITION,GENDER,Name,Other
University of Waterloo,FACULTY OF MATHEMATICS,ASSOCIATE DEAN,M,TROY,
University of Waterloo,FACULTY OF MATHEMATICS,ASSOCIATE DEAN,M,CHRISTIANE ,
University of Waterloo,FACULTY OF MATHEMATICS,ASSOCIATE DEAN,F,FRANCIS ,
University of Waterloo,FACULTY OF MATHEMATICS,ASSOCIATE DEAN,M,STEPHEN ,
University of Waterloo,FACULTY OF MATHEMATICS,ASSISTANT DEAN,M,STEVE,
University of Waterloo,FACULTY OF MATHEMATICS,ASSISTANT DEAN,M,DAVID ,
University of Waterloo,FACULTY OF SCIENCE,DEAN,M,BOB ,
University of Waterloo,FACULTY OF SCIENCE,ASSOCIATE DEAN,F,SHIRLEY,
University of Waterloo,FACULTY OF SCIENCE,ASSOCIATE DEAN,F,MARLEE,
University of Waterloo,FACULTY OF SCIENCE,ASSOCIATE DEAN,M,STEFAN ,
University of Waterloo,FACULTY OF SCIENCE,ASSOCIATE DEAN,M,SHOUFA ,
University of Waterloo,FACULTY OF SCIENCE,ASSOCIATE DEAN,F,BARBARA. ,
University of Waterloo,FACULTY OF SCIENCE,ASSOCIATE DEAN,F,KIRSTEN ,
University of Waterloo,CONRAD GREBEL ,DEAN,F,MARLENE EPP,
University of Waterloo,RENISON UNIVERSITY COLLEGE,DEAN,M,KOFI,
University of Waterloo,ST. JEROME'S UNIVERSITY,DEAN,M,Scott Kline,
University of Waterloo,ST. PAUL'S UNIVERSITY COLLEGE,DEAN,M,PETER FRICK ,
University of Waterloo,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,M,Feridun Hamdullahpur ,
University of Waterloo,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,M,DOMINIC BARTON,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,"James Rush, ",
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,DENIS HUBER ,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,JOANNE ,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,SANDRA BANKS,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,CHARMAINE ,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Susan Tighe,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Mario Coniglio,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Jeff Casello,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Diana Parry,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Norah McRae,PROVOST
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Marilyn Thompson,PROVOST
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Allan Starr,PROVOST
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Chris Read,PROVOST
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,SEAN THOMAS ,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,JASON COOLMAN,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,INGRID TOWN ,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,TONY FROST,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,NICK MANNING,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,ROB ,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,BRUCE ,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,JOHN ,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,IAN ,
University of Waterloo,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,PAUL ,
Ohio State University,SCHOOL OF ARCHITECTURE,ASSOCIATE DEAN,F,"Rachel Garshick Kleit, PhD",
Ohio State University,COLLEGE OF ARTS AND SCIENCES,DEAN,F,Janet M. Box-Steffensmeier,
Ohio State University,COLLEGE OF ARTS AND SCIENCES,DEAN,F,Luis Casian,DIVISIONAL DEAN
Ohio State University,COLLEGE OF ARTS AND SCIENCES,DEAN,M,Peter Hahn,
Ohio State University,COLLEGE OF ARTS AND SCIENCES,DEAN,M,Morton O'Kelly,
Ohio State University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,Steven Fink,
Ohio State University,COLLEGE OF ARTS AND SCIENCES,ASSISTANT DEAN,F,Deborah Haddad,
Ohio State University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,F,Tina Henkin,
Ohio State University,COLLEGE OF ARTS AND SCIENCES,ASSISTANT DEAN,M,Garett Heysel,
Ohio State University,COLLEGE OF ARTS AND SCIENCES,ASSISTANT DEAN,F,Mary Ellen Jenkins,
Ohio State University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,Stephen Petrill,
Ohio State University,COLLEGE OF ARTS AND SCIENCES,ASSISTANT DEAN,M,Brian Orefice,
Ohio State University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,F,Wendy Smooth,
Ohio State University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,Sergio Soave,
Ohio State University,COLLEGE OF ARTS AND SCIENCES,ASSISTANT DEAN,F,Lindsey Chamberlain,
Ohio State University,COLLEGE OF BUSINESS,DEAN,M,Anil K. Makhija,
Ohio State University,COLLEGE OF BUSINESS,ASSOCIATE DEAN,M,Peter T. Ward,
Ohio State University,COLLEGE OF BUSINESS,ASSOCIATE DEAN,M,Anil Arya,
Ohio State University,COLLEGE OF BUSINESS,ASSOCIATE DEAN,F,Elliot Bendoly,
Ohio State University,COLLEGE OF BUSINESS,ASSOCIATE DEAN,F,Steffanie Wilk,
Ohio State University,COLLEGE OF BUSINESS,ASSOCIATE DEAN,M,Walter Zinn,
Ohio State University,COLLEGE OF DENTISTRY,DEAN,M,"Patrick M. Lloyd,",
Ohio State University,COLLEGE OF DENTISTRY,ASSOCIATE DEAN,M,John D. Bartlet,
Ohio State University,COLLEGE OF DENTISTRY,ASSOCIATE DEAN,M,Darryl Hamamoto,
Ohio State University,COLLEGE OF DENTISTRY,ASSOCIATE DEAN,F,"Fonda Robinson,",
Ohio State University,COLLEGE OF DENTISTRY,ASSOCIATE DEAN,M,John Walters,
Ohio State University,COLLEGE OF DENTISTRY,ASSISTANT DEAN,M,Henry Fischbach,
Ohio State University,COLLEGE OF DENTISTRY,ASSISTANT DEAN,F,Pamella Shaw,
Ohio State University,COLLEGE OF DENTISTRY,ASSISTANT DEAN,M,Dimitris N. Tatakis,
Ohio State University,COLLEGE OF EDUCATION AND HUMAN ECOLOGY ,DEAN,M,Donald Pope-Davis,
Ohio State University,COLLEGE OF EDUCATION AND HUMAN ECOLOGY ,ASSOCIATE DEAN,M,Bryan Warnick,
Ohio State University,COLLEGE OF EDUCATION AND HUMAN ECOLOGY ,ASSOCIATE DEAN,F,Anastasia Snyder,
Ohio State University,COLLEGE OF EDUCATION AND HUMAN ECOLOGY ,ASSOCIATE DEAN,F,Natasha Slesnick,
Ohio State University,COLLEGE OF EDUCATION AND HUMAN ECOLOGY ,ASSOCIATE DEAN,M,Noelle Arnold,
Ohio State University,COLLEGE OF EDUCATION AND HUMAN ECOLOGY ,ASSISTANT DEAN,F,Erica Brownstein,
Ohio State University,COLLEGE OF EDUCATION AND HUMAN ECOLOGY ,ASSISTANT DEAN,F,Kim Lightle,
Ohio State University,COLLEGE OF EDUCATION AND HUMAN ECOLOGY ,ASSISTANT DEAN,F,Jennifer Klosterman-Lando,
Ohio State University,COLLEGE OF EDUCATION AND HUMAN ECOLOGY ,ASSISTANT DEAN,M,Pat Bebo,
Ohio State University,COLLEGE OF ENGINEERING,DEAN,M,David B. Williams,
Ohio State University,COLLEGE OF ENGINEERING,ASSISTANT DEAN,F,Ann Christy,
Ohio State University,COLLEGE OF ENGINEERING,ASSOCIATE DEAN,F,Dorota A. Grejner-Brzezinska ,
Ohio State University,COLLEGE OF ENGINEERING,ASSOCIATE DEAN,M,Michael Hagenberger,
Ohio State University,COLLEGE OF ENGINEERING,ASSOCIATE DEAN,F,RACHEL  ,
Ohio State University,COLLEGE OF ENGINEERING,ASSISTANT DEAN,M,R. Scott Osborne,
Ohio State University,COLLEGE OF ENGINEERING,ASSISTANT DEAN,F,La'Tonia Stiner-Jones,
Ohio State University,COLLEGE OF ENGINEERING,ASSOCIATE DEAN,M,David Tomasko,
Ohio State University,"COLLEGE OF FOOD, AGRICULTURE, AND ENVIRONMENTAL SCIENCES",DEAN,F,Cathann A. Kress,
Ohio State University,"COLLEGE OF FOOD, AGRICULTURE, AND ENVIRONMENTAL SCIENCES",ASSOCIATE DEAN,M,Graham Cochran,
Ohio State University,"COLLEGE OF FOOD, AGRICULTURE, AND ENVIRONMENTAL SCIENCES",ASSOCIATE DEAN,M,Roger Rennekamp,
Ohio State University,"COLLEGE OF FOOD, AGRICULTURE, AND ENVIRONMENTAL SCIENCES",ASSOCIATE DEAN,M,Steven Nea,
Ohio State University,"COLLEGE OF FOOD, AGRICULTURE, AND ENVIRONMENTAL SCIENCES",ASSOCIATE DEAN,F,"Terry L. Niblack,",
Ohio State University,GRADUATE SCHOOL,DEAN,F,Alicia L. Bertone,
Ohio State University,GRADUATE SCHOOL,ASSISTANT DEAN,M,Matt Page,
Ohio State University,GRADUATE SCHOOL,ASSOCIATE DEAN,F,Shari Speer,
Ohio State University,COLLEGE OF MEDICINE  ,DEAN,M,K. Craig Kent,
Ohio State University,COLLEGE OF MEDICINE  ,ASSOCIATE DEAN,M,Robert A. Bornstein,VICE DEAN
Ohio State University,COLLEGE OF MEDICINE  ,ASSOCIATE DEAN,M,"Daniel M. Clinchot,",VICE DEAN
Ohio State University,COLLEGE OF MEDICINE  ,ASSOCIATE DEAN,F,Deborah S. Larsen,
Ohio State University,COLLEGE OF MEDICINE  ,ASSOCIATE DEAN,M,"Quinn Capers IV,",
Ohio State University,COLLEGE OF MEDICINE  ,ASSOCIATE DEAN,F,Joanne Lynn,
Ohio State University,COLLEGE OF MEDICINE  ,ASSOCIATE DEAN,M,Leon McDougle,
Ohio State University,COLLEGE OF MEDICINE  ,ASSOCIATE DEAN,M,Scott Holliday,
Ohio State University,COLLEGE OF MEDICINE  ,ASSOCIATE DEAN,M,Jeffrey Parvin,
Ohio State University,COLLEGE OF MEDICINE  ,ASSOCIATE DEAN,F,Ginny Bumgardner,
Ohio State University,COLLEGE OF MEDICINE  ,ASSOCIATE DEAN,M,Peter Mohler,VICE DEAN
Ohio State University,COLLEGE OF MEDICINE  ,ASSOCIATE DEAN,F,Rebecca D. Jackson,
Ohio State University,COLLEGE OF MEDICINE  ,ASSOCIATE DEAN,M,William Abraham,
Ohio State University,COLLEGE OF MEDICINE  ,ASSOCIATE DEAN,M,Ken Huang,
Ohio State University,COLLEGE OF MEDICINE  ,ASSOCIATE DEAN,F,Mary Jo Welker,
Ohio State University,COLLEGE OF MEDICINE  ,ASSOCIATE DEAN,F,Susan Moffatt-Bruce,
Ohio State University,COLLEGE OF MEDICINE  ,ASSISTANT DEAN,M,Ed Bope,
Ohio State University,COLLEGE OF MEDICINE  ,ASSISTANT DEAN,M,Doug Knutson,
Ohio State University,COLLEGE OF MEDICINE  ,ASSISTANT DEAN,M,G. Patrick Ecklar,
Ohio State University,COLLEGE OF MEDICINE  ,ASSISTANT DEAN,M,"Curtis Gingrich, ",
Ohio State University,COLLEGE OF MEDICINE  ,ASSISTANT DEAN,F,Mary McIlroy,
Ohio State University,COLLEGE OF MEDICINE  ,ASSISTANT DEAN,M,James King,
Ohio State University,COLLEGE OF PUBLIC AFFAIRS,DEAN,M,Trevor Brown,
Ohio State University,COLLEGE OF PUBLIC AFFAIRS,ASSISTANT DEAN,F,Kathleen Hallihan,
Ohio State University,COLLEGE OF LAW,DEAN,M,Alan C. Michaels,
Ohio State University,COLLEGE OF LAW,ASSOCIATE DEAN,F,Kathy Seward Northern,
Ohio State University,COLLEGE OF LAW,ASSOCIATE DEAN,M,Paul Rose,
Ohio State University,COLLEGE OF LAW,ASSISTANT DEAN,F,Laura Fernández,
Ohio State University,COLLEGE OF LAW,ASSOCIATE DEAN,M,Daniel P. Tokaji,
Ohio State University,COLLEGE OF LAW,ASSISTANT DEAN,M,Darren Nealy,
Ohio State University,COLLEGE OF LAW,ASSISTANT DEAN,F,Sara Sampson,
Ohio State University,COLLEGE OF LAW,ASSISTANT DEAN,M,Michael States,
Ohio State University,COLLEGE OF NURSING,DEAN,F,BERNADETTE ,
Ohio State University,COLLEGE OF NURSING,ASSOCIATE DEAN,F,Cindy Anderson,
Ohio State University,COLLEGE OF NURSING,ASSISTANT DEAN,F,"Wendy Bowles,  PhD, RN, CPNP",
Ohio State University,COLLEGE OF NURSING,ASSOCIATE DEAN,F,Margaret Graham,VICE DEAN
Ohio State University,COLLEGE OF NURSING,ASSOCIATE DEAN,F,MARY BETH,
Ohio State University,COLLEGE OF NURSING,ASSISTANT DEAN,F,MARY NASH ,
Ohio State University,COLLEGEOF OPTOMETRY,DEAN,F,Karla Zadnik,
Ohio State University,COLLEGEOF OPTOMETRY,ASSOCIATE DEAN,M,Gregory Nixon,
Ohio State University,COLLEGEOF OPTOMETRY,ASSOCIATE DEAN,M,Jeffrey Walline,
Ohio State University,COLLEGEOF OPTOMETRY,ASSOCIATE DEAN,M,Michael Earley,
Ohio State University,COLEGE OF PHARMACY,DEAN,M,HENRY MAN,
Ohio State University,COLEGE OF PHARMACY,ASSOCIATE DEAN,F,Katherine Kelley,
Ohio State University,COLEGE OF PHARMACY,ASSISTANT DEAN,F,NICOLE,
Ohio State University,COLEGE OF PHARMACY,ASSOCIATE DEAN,M,JAMES MAULY,
Ohio State University,COLEGE OF PHARMACY,ASSISTANT DEAN,F,JENNIFER,
Ohio State University,COLEGE OF PHARMACY,ASSISTANT DEAN,M,ROBERT WEBER ,
Ohio State University,COLEGE OF PHARMACY,ASSOCIATE DEAN,F,CYNTHIA  ,
Ohio State University,COLLEGE OF PUBLIC HEALTH,DEAN,M,"Martin, II, William",
Ohio State University,COLLEGE OF PUBLIC HEALTH,ASSISTANT DEAN,F,"Florentine, Ann",
Ohio State University,COLLEGE OF PUBLIC HEALTH,ASSOCIATE DEAN,M,"Bisesi, Michael S.",
Ohio State University,COLLEGE OF PUBLIC HEALTH,ASSOCIATE DEAN,F,"Salsberry, Pamela",
Ohio State University,COLLEGE OF PUBLIC HEALTH,ASSISTANT DEAN,M,"Sun, Qinghua",
Ohio State University,COLLEGE OF PUBLIC HEALTH,ASSOCIATE DEAN,M,"Weghorst, Christopher M.",
Ohio State University,COLLEGE OF SOCIAL WORK,DEAN,M,"Gregoire, Tom",
Ohio State University,COLLEGE OF SOCIAL WORK,ASSOCIATE DEAN,F,"Freisthler, Bridget",
Ohio State University,COLLEGE OF SOCIAL WORK,ASSISTANT DEAN,F,"Durham, Lisa",
Ohio State University,COLLEGE OF VETERINARY MEDICINE  ,DEAN,M,Dr. Rustin M. Moore,
Ohio State University,COLLEGE OF VETERINARY MEDICINE  ,ASSOCIATE DEAN,M,ROGER  ,
Ohio State University,COLLEGE OF VETERINARY MEDICINE  ,ASSOCIATE DEAN,M,PATRICK  ,
Ohio State University,COLLEGE OF VETERINARY MEDICINE  ,ASSOCIATE DEAN,F,MARY. ,
Ohio State University,COLLEGE OF VETERINARY MEDICINE  ,ASSOCIATE DEAN,F,EMMA ,
Ohio State University,COLLEGE OF VETERINARY MEDICINE  ,ASSISTANT DEAN,F,LIESA ,
Ohio State University,COLLEGE OF VETERINARY MEDICINE  ,ASSISTANT DEAN,F,RENNE ,
Ohio State University,LIMA CAMPUS,DEAN,M,Joseph Brandesky,
Ohio State University,LIMA CAMPUS,ASSOCIATE DEAN,M,Fábio Leite,
Ohio State University,LIMA CAMPUS,ASSISTANT DEAN,M,Bryan Albright,
Ohio State University,MANSFIELD CAMPUS,DEAN,M,"Jones, Norman",
Ohio State University,MANSFIELD CAMPUS,ASSISTANT DEAN,F,"Delagrange, Susan",
Ohio State University,MANSFIELD CAMPUS,ASSOCIATE DEAN,F,"Kitchen, Dawn",
Ohio State University,MARION CAMPUS,DEAN,M,Gregory S. Rose,
Ohio State University,MARION CAMPUS,ASSISTANT DEAN,F,"Beyer-Hermsen, Leslie ",
Ohio State University,MARION CAMPUS,ASSOCIATE DEAN,M,"Pandey, Bishun  ",
Ohio State University,NEWARD CAMPUS,DEAN,M,William L. MacDonald,
Ohio State University,NEWARD CAMPUS,ASSOCIATE DEAN,F,Stephanie Brown,
Ohio State University,NEWARD CAMPUS,ASSOCIATE DEAN,F,Virginia H. Cope,
Ohio State University,NEWARD CAMPUS,ASSISTANT DEAN,M,Binaya Subedi,
Ohio State University,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,M,"Michael V. Drake,",
Ohio State University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Bruce A. McPheron,
Ohio State University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Javaune M. Adams-Gaston,
Ohio State University,SENIOR LEADERSHIP,OTHER,F,Alicia Bertone,VICE PROVOST
Ohio State University,SENIOR LEADERSHIP,OTHER,F,Janet Box-Steffensmeier,VICE PROVOST
Ohio State University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Michael B. Hofherr,VICE PROVOST
Ohio State University,SENIOR LEADERSHIP,OTHER,F,Beth V. Hume,VICE PROVOST
Ohio State University,SENIOR LEADERSHIP,OTHER,M,Damon E. Jaggars,VICE PROVOST
Ohio State University,SENIOR LEADERSHIP,OTHER,M,"James L. Moore, II",VICE PROVOST
Ohio State University,SENIOR LEADERSHIP,OTHER,M,W. Randy Smith,VICE PROVOST
Ohio State University,SENIOR LEADERSHIP,OTHER,M,Ryan J. Schmiesing,VICE PROVOST
Ohio State University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Morley Stone,
Ohio State University,SENIOR LEADERSHIP,OTHER,F,Kay N. Wolf,VICE PROVOST
Ohio State University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Mike Hofherr ,
Ohio State University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Caroline Whitacre ,
Ohio State University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Dolan Evanovich ,
Ohio State University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Morley Stone ,
University of Pittsburg,SCHOOL OF ARTS AND SCIENCES,DEAN,F,Kathleen Blee,
University of Pittsburg,SCHOOL OF ARTS AND SCIENCES,ASSOCIATE DEAN,F,Kay Brummond,
University of Pittsburg,SCHOOL OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,Holger Hoock,
University of Pittsburg,SCHOOL OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,Adam Leibovich,
University of Pittsburg,SCHOOL OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,John Twyning,
University of Pittsburg,SCHOOL OF ARTS AND SCIENCES,ASSISTANT DEAN,F,Michele Montag,
University of Pittsburg,SCHOOL OF ARTS AND SCIENCES,ASSISTANT DEAN,F,Barbara Vattimo,
University of Pittsburg,SCHOOL OF BUSINESS,DEAN,M,Arjang Assad,
University of Pittsburg,SCHOOL OF BUSINESS,ASSOCIATE DEAN,M,Rabikar Chatterjee,
University of Pittsburg,SCHOOL OF BUSINESS,ASSOCIATE DEAN,M,J. Jeffery Inman,
University of Pittsburg,SCHOOL OF BUSINESS,ASSOCIATE DEAN,F,Audrey Murrell,
University of Pittsburg,SCHOOL OF BUSINESS,ASSISTANT DEAN,M,William Valenta,
University of Pittsburg,SCHOOL OF COMPUTING AND INFORMATION,DEAN,M,Paul Cohen,
University of Pittsburg,SCHOOL OF COMPUTING AND INFORMATION,ASSOCIATE DEAN,M,Don Shields,
University of Pittsburg,SCHOOL OF COMPUTING AND INFORMATION,ASSOCIATE DEAN,M,Adam J. Lee,
University of Pittsburg,SCHOOL OF COMPUTING AND INFORMATION,ASSOCIATE DEAN,M,Bruce R. Childers,
University of Pittsburg,SCHOOL OF DENTAL MEDICINE,DEAN,M,Bernard J Costello ,
University of Pittsburg,SCHOOL OF DENTAL MEDICINE,ASSOCIATE DEAN,F,Jean A O'Donnell ,
University of Pittsburg,SCHOOL OF DENTAL MEDICINE,ASSOCIATE DEAN,F,Marnie Oakley ,
University of Pittsburg,SCHOOL OF DENTAL MEDICINE,ASSOCIATE DEAN,M,Joseph F Petrone ,
University of Pittsburg,SCHOOL OF DENTAL MEDICINE,ASSOCIATE DEAN,M,Charles S Sfeir ,
University of Pittsburg,SCHOOL OF DENTAL MEDICINE,ASSOCIATE DEAN,F,Christine Wankiiri-Hale ,
University of Pittsburg,SCHOOL OF DENTAL MEDICINE,ASSOCIATE DEAN,M,Robert J Weyant ,
University of Pittsburg,SCHOOL OF EDUCATION,DEAN,F,Valerie Kinloch,
University of Pittsburg,SCHOOL OF EDUCATION,ASSOCIATE DEAN,M,Kevin Crowley,
University of Pittsburg,SCHOOL OF EDUCATION,ASSOCIATE DEAN,M,Michael G. Gunzenhauser,
University of Pittsburg,SCHOOL OF EDUCATION,ASSOCIATE DEAN,F,Lindsay Clare Matsumura,
University of Pittsburg,SCHOOL OF EDUCATION,ASSOCIATE DEAN,F,Leigh Patel,
University of Pittsburg,SCHOOL OF ENGINEERING ,DEAN,M,James R. Martin I,
University of Pittsburg,SCHOOL OF ENGINEERING ,ASSOCIATE DEAN,F,"Besterfield-Sacre, Mary",
University of Pittsburg,SCHOOL OF ENGINEERING ,ASSOCIATE DEAN,M,Minking Chyu,
University of Pittsburg,SCHOOL OF ENGINEERING ,ASSOCIATE DEAN,M,David Vorp,
University of Pittsburg,SCHOOL OF ENGINEERING ,ASSISTANT DEAN,M,"Shannon, Schohn",
University of Pittsburg,SCHOOL OF ENGINEERING ,ASSISTANT DEAN,F,"Vargo, Cathy",
University of Pittsburg,COLLEGE OF GENERAL STUDIES,DEAN,F,Kathleen Blee,
University of Pittsburg,COLLEGE OF GENERAL STUDIES,ASSISTANT DEAN,F,Gretchen Holtzapple Bender,
University of Pittsburg,SCHOOL OF HEALTH AND REHABILITATION SCIENCES,DEAN,M,Anthony Delitto,
University of Pittsburg,SCHOOL OF HEALTH AND REHABILITATION SCIENCES,ASSOCIATE DEAN,M,David Brienza,
University of Pittsburg,SCHOOL OF HEALTH AND REHABILITATION SCIENCES,ASSOCIATE DEAN,M,Jean Burgess,
University of Pittsburg,SCHOOL OF HEALTH AND REHABILITATION SCIENCES,ASSOCIATE DEAN,M,Kevin Conley,
University of Pittsburg,SCHOOL OF HEALTH AND REHABILITATION SCIENCES,ASSOCIATE DEAN,M,Rory Cooper,
University of Pittsburg,SCHOOL OF HEALTH AND REHABILITATION SCIENCES,ASSOCIATE DEAN,M,G. Kelley Fitzgerald,
University of Pittsburg,SCHOOL OF HEALTH AND REHABILITATION SCIENCES,ASSOCIATE DEAN,F,Debora Miller,VICE DEAN
University of Pittsburg,HONORS COLLEGE,DEAN,M,Brian Primack,
University of Pittsburg,PITT LAW,DEAN,F,Amy J. Wildermuth,
University of Pittsburg,PITT LAW,ASSISTANT DEAN,F,CHARMAINE,
University of Pittsburg,PITT LAW,ASSOCIATE DEAN,M,KEVIN DEASY,
University of Pittsburg,PITT LAW,ASSOCIATE DEAN,M,HAIDER ,
University of Pittsburg,PITT LAW,ASSOCIATE DEAN,F,DEBORA  ,
University of Pittsburg,SCHOOL OF MEDICINE,DEAN,M,"Arthur S. Levine, ",
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,"Ann E. Thompson,",VICE DEAN
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Saleem A. Khan,
University of Pittsburg,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Evelyn Reis,
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,"Beth Piraino,",
University of Pittsburg,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Kanchan Rao,
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Dena Hofkosh,
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,John P. Horn,
University of Pittsburg,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,J.B. McGee,
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,John F. Mahoney,
University of Pittsburg,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,"Cynthia Lance-Jones,",
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Richard Steinman,
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Darlene F. Zeller,
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Joan Harvey,
University of Pittsburg,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Chenits Pettigrew Jr,
University of Pittsburg,SCHOOL OF NURSING,DEAN,F,Jacqueline Dunbar-Jacob,
University of Pittsburg,SCHOOL OF NURSING,ASSOCIATE DEAN,M,Julius M. Kitutu,
University of Pittsburg,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Sandra J. Engberg,
University of Pittsburg,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Kathryn R. Puskar,
University of Pittsburg,SCHOOL OF NURSING,ASSISTANT DEAN,F,Cynthia Allshouse,
University of Pittsburg,SCHOOL OF PHARMACY,DEAN,F,Patricia Dowley Kroboth,
University of Pittsburg,SCHOOL OF PHARMACY,ASSOCIATE DEAN,M,Randall B. Smith,
University of Pittsburg,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,"Susan M. Meyer,",
University of Pittsburg,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,Melissa Somma McGivney,
University of Pittsburg,SCHOOL OF PHARMACY,ASSOCIATE DEAN,M,Samuel M. Poloyac,
University of Pittsburg,SCHOOL OF PHARMACY,ASSOCIATE DEAN,M,Gordon J. Vanscoy,
University of Pittsburg,SCHOOL OF PHARMACY,ASSOCIATE DEAN,M,Xiang-Qun (Sean) Xie,
University of Pittsburg,SCHOOL OF PHARMACY,ASSISTANT DEAN,F,Sharon E. Core,
University of Pittsburg,SCHOOL OF PHARMACY,ASSISTANT DEAN,F,Kellie Mitchell,
University of Pittsburg,SCHOOL OF PHARMACY,ASSISTANT DEAN,F,Denise Howrie Schiff,
University of Pittsburg,SCHOOL OF PUBLIC AND INTERNATION AFFAIRS,DEAN,M,John Keeler,
University of Pittsburg,SCHOOL OF PUBLIC AND INTERNATION AFFAIRS,ASSOCIATE DEAN,M,Paul Nelson,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,DEAN,M,Donald S. Burke,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,ELEANOR FEINGOLD,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,VELPANDI ,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,JESSICA G BURKE,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSISTANT DEAN,F,ENAE BRINZA,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,ENDY  BRAUND,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,CINDY BRYCE,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSISTANT DEAN,F,JOANNE RUSSELL,
