SCHOOL,DEPARTMENT,POSITION,GENDER,Name,Other,a,b,c,d,e
University of Pennsylvania ,SCHOOL OF DESIGN ,ASSOCIATE DEAN,F,Leslie Hurtig,,,,,,
University of Pennsylvania ,SCHOOL OF DESIGN ,DEAN,M,Frederick “Fritz” Steiner,,,,,,
University of Pennsylvania ,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSOCIATE DEAN,F,Sue Ann Bidstrup Allen,,,,,,
University of Pennsylvania ,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSOCIATE DEAN,M,Russell Composto,,,,,,
University of Pennsylvania ,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSOCIATE DEAN,M,Boon Thau Loo,,,,,,
University of Pennsylvania ,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSOCIATE DEAN,M,George Hain,,,,,,
University of Pennsylvania ,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,DEAN,F,Kathleen Stebe,,,,,,
University of Pennsylvania ,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,DEAN,M,Vijay Kumar,,,,,,
University of Pennsylvania ,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,DEAN,M,Thomas K. Stump,,,,,,
University of Pennsylvania ,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,Lisa M. Bellini,,,,,,
University of Pennsylvania ,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,Eve J. Higginbotham,,,,,,
University of Pennsylvania ,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,Caryn Lerman,,,,,,
University of Pennsylvania ,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,Emma A. Meagher,,,,,,
University of Pennsylvania ,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,Suzanne Ros,,,,,,
University of Pennsylvania ,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Jonathan A. Epstein,,,,,,
University of Pennsylvania ,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Glen N. Gaulton,,,,,,
University of Pennsylvania ,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Kevin B. Mahoney,,,,,,
University of Pennsylvania ,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Christopher D. Masotti,,,,,,
University of Pennsylvania ,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Peter D. Quinn,,,,,,
University of Pennsylvania ,SCHOOL OF MEDICINE ,DEAN,M,J. Larry Jameson,,,,,,
University of Pennsylvania ,SCHOOL OF NURSING,ASSISTANT DEAN,F,"Lisa M. Lewis,",,,,,,
University of Pennsylvania ,SCHOOL OF NURSING,ASSISTANT DEAN,F,Nancy Biller,,,,,,
University of Pennsylvania ,SCHOOL OF NURSING,ASSISTANT DEAN,F,"Terri H. Lipman,",,,,,,
University of Pennsylvania ,SCHOOL OF NURSING,ASSOCIATE DEAN,F,"Julie A. Sochalski,",,,,,,
University of Pennsylvania ,SCHOOL OF NURSING,ASSOCIATE DEAN,F,"Therese Richmond,",,,,,,
University of Pennsylvania ,SCHOOL OF NURSING,ASSOCIATE DEAN,F,"Rosemary C. Polomano,",,,,,,
University of Pennsylvania ,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Jacqueline Lowry Golding,VICE DEAN,,,,,
University of Pennsylvania ,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Amy Burns ,,,,,,
University of Pennsylvania ,SCHOOL OF NURSING,DEAN,F,Antonia M. Villarruel,,,,,,
University of Pennsylvania ,SCHOOL OF SOCIAL POLICY AND PRACTICE ,ASSOCIATE DEAN,F,Jennifer Prah Ruger,,,,,,
University of Pennsylvania ,SCHOOL OF SOCIAL POLICY AND PRACTICE ,ASSOCIATE DEAN,F,Phyllis Solomon,,,,,,
University of Pennsylvania ,SCHOOL OF SOCIAL POLICY AND PRACTICE ,ASSOCIATE DEAN,F,Joretha N. Bourjolly,,,,,,
University of Pennsylvania ,SCHOOL OF SOCIAL POLICY AND PRACTICE ,ASSOCIATE DEAN,F,Nadina R. Deigh,,,,,,
University of Pennsylvania ,SCHOOL OF SOCIAL POLICY AND PRACTICE ,ASSOCIATE DEAN,F,Mary Mazzola,,,,,,
University of Pennsylvania ,SCHOOL OF SOCIAL POLICY AND PRACTICE ,DEAN,F,Lina Hartocollis,,,,,,
University of Pennsylvania ,SCHOOL OF SOCIAL POLICY AND PRACTICE ,DEAN,M,John L. Jackson,,,,,,
University of Pennsylvania ,SCHOOL OF VETERINARY MEDICINE,ASSISTANT DEAN,F,Carol Pooser,,,,,,
University of Pennsylvania ,SCHOOL OF VETERINARY MEDICINE,ASSOCIATE DEAN,F,Olena Jacenko,,,,,,
University of Pennsylvania ,SCHOOL OF VETERINARY MEDICINE,ASSOCIATE DEAN,F,Kathryn E. Michel,,,,,,
University of Pennsylvania ,SCHOOL OF VETERINARY MEDICINE,ASSOCIATE DEAN,F,Corinne Sweeney,,,,,,
University of Pennsylvania ,SCHOOL OF VETERINARY MEDICINE,ASSOCIATE DEAN,M,"Robert Schieri,",VICE DEAN,,,,,
University of Pennsylvania ,SCHOOL OF VETERINARY MEDICINE,ASSOCIATE DEAN,M,Phillip Scott,VICE DEAN,,,,,
University of Pennsylvania ,SCHOOL OF VETERINARY MEDICINE,DEAN,F,Joan Hendricks,,,,,,
University of Pennsylvania ,SCHOOL OR ARTS AND SCIENCES ,ASSISTANT DEAN,F,Allison Rose,,,,,,
University of Pennsylvania ,SCHOOL OR ARTS AND SCIENCES ,ASSOCIATE DEAN,F,Eve M. Troutt Powell,,,,,,
University of Pennsylvania ,SCHOOL OR ARTS AND SCIENCES ,ASSOCIATE DEAN,F,Nora Lewis,,,,,,
University of Pennsylvania ,SCHOOL OR ARTS AND SCIENCES ,ASSOCIATE DEAN,F,Jean-Marie Kneeley,,,,,,
University of Pennsylvania ,SCHOOL OR ARTS AND SCIENCES ,ASSOCIATE DEAN,M,Larry Gladney,,,,,,
University of Pennsylvania ,SCHOOL OR ARTS AND SCIENCES ,ASSOCIATE DEAN,M,Rogers M. Smith,,,,,,
University of Pennsylvania ,SCHOOL OR ARTS AND SCIENCES ,ASSOCIATE DEAN,M,Jeffrey Kallberg,,,,,,
University of Pennsylvania ,SCHOOL OR ARTS AND SCIENCES ,ASSOCIATE DEAN,M,Matthew Lane,,,,,,
University of Pennsylvania ,SCHOOL OR ARTS AND SCIENCES ,DEAN,M,Steven J. Fluharty,,,,,,
University of Pennsylvania ,SCHOOL OR ARTS AND SCIENCES ,DEAN,M,Paul Sniegowski,,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,OTHER,F,ANITA ALLEN,VICE PROVOST,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,OTHER,F,DAWN BONNELL,VICE PROVOST,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,OTHER,F,LYNNE A. HUNTER,VICE PROVOST,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,OTHER,F,VALARIE SWAIN-CADE MCCOULLUM,VICE PROVOST,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,OTHER,F,BETH WINKELSTEIN,VICE PROVOST,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,OTHER,M,MARK DINGFIELD,VICE PROVOST,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,OTHER,M,EZEKIEL EMANUEL,VICE PROVOST,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,OTHER,M,H. CARTON ROGERS III,VICE PROVOST,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,F,Amy Gutmann,,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Leslie Laird Kruhly,,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,MaryFrances McCourt,,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Joann Mitchell,,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Anne Papageorge,,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Maureen Rush,,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Wendy White,,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Marie Witt,,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Craig Carnaroli,,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Jeffrey Cooper,,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,John J. Heuer,,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Trevor Lewis,,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Stephen J. MacCarthy,,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Thomas H. Murphy,,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Gregory S. Rost,,,,,,
University of Pennsylvania ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,John H. Zeller,,,,,,
University of Pennsylvania ,WHARTON,ASSOCIATE DEAN,F,KATHERINE KLEIN,,,,,,
University of Pennsylvania ,WHARTON,ASSOCIATE DEAN,F,PEGGY BISHOP LANE,,,,,,
University of Pennsylvania ,WHARTON,ASSOCIATE DEAN,F,CATHERINE M. SCHRAND,,,,,,
University of Pennsylvania ,WHARTON,ASSOCIATE DEAN,M,HARLAN SANDS,,,,,,
University of Pennsylvania ,WHARTON,ASSOCIATE DEAN,M,GÉRARD CACHON,,,,,,
University of Pennsylvania ,WHARTON,ASSOCIATE DEAN,M,SAMUEL T. LUNDQUIST,,,,,,
University of Pennsylvania ,WHARTON,ASSOCIATE DEAN,M,HARBIR SINGH,,,,,,
University of Pennsylvania ,WHARTON,ASSOCIATE DEAN,M,T. TONY CAI,,,,,,
University of Pennsylvania ,WHARTON,ASSOCIATE DEAN,M,JAGMOHAN S. RAJU,,,,,,
University of Pennsylvania ,WHARTON,ASSOCIATE DEAN,M,KARL ULRICH,,,,,,
University of Pennsylvania ,WHARTON,ASSOCIATE DEAN,M,HOWARD KAUFOLD,,,,,,
University of Pennsylvania ,WHARTON,ASSOCIATE DEAN,M,LORI ROSENKOPF,,,,,,
University of Pennsylvania ,WHARTON,DEAN,M,GEOFFREY GARRETT,,,,,,
University of Pennsylvania ,WHARTON,DEAN,M,MICHAEL R. GIBBONS,,,,,,
University of Pittsburg,COLLEGE OF GENERAL STUDIES,ASSISTANT DEAN,F,Gretchen Holtzapple Bender,,,,,,
University of Pittsburg,COLLEGE OF GENERAL STUDIES,DEAN,F,Kathleen Blee,,,,,,
University of Pittsburg,GRADUATE SCHOOL,DEAN,M,Brian Primack,,,,,,
University of Pittsburg,PITT LAW,ASSISTANT DEAN,F,CHARMAINE,,,,,,
University of Pittsburg,PITT LAW,ASSOCIATE DEAN,F,DEBORA  ,,,,,,
University of Pittsburg,PITT LAW,ASSOCIATE DEAN,M,KEVIN DEASY,,,,,,
University of Pittsburg,PITT LAW,ASSOCIATE DEAN,M,HAIDER ,,,,,,
University of Pittsburg,PITT LAW,DEAN,F,Amy J. Wildermuth,,,,,,
University of Pittsburg,SCHOOL OF ARTS AND SCIENCES,ASSISTANT DEAN,F,Michele Montag,,,,,,
University of Pittsburg,SCHOOL OF ARTS AND SCIENCES,ASSISTANT DEAN,F,Barbara Vattimo,,,,,,
University of Pittsburg,SCHOOL OF ARTS AND SCIENCES,ASSOCIATE DEAN,F,Kay Brummond,,,,,,
University of Pittsburg,SCHOOL OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,Holger Hoock,,,,,,
University of Pittsburg,SCHOOL OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,Adam Leibovich,,,,,,
University of Pittsburg,SCHOOL OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,John Twyning,,,,,,
University of Pittsburg,SCHOOL OF BUSINESS,ASSISTANT DEAN,M,William Valenta,,,,,,
University of Pittsburg,SCHOOL OF BUSINESS,ASSOCIATE DEAN,F,Audrey Murrell,,,,,,
University of Pittsburg,SCHOOL OF BUSINESS,ASSOCIATE DEAN,M,Rabikar Chatterjee,,,,,,
University of Pittsburg,SCHOOL OF BUSINESS,ASSOCIATE DEAN,M,J. Jeffery Inman,,,,,,
University of Pittsburg,SCHOOL OF BUSINESS,DEAN,M,Arjang Assad,,,,,,
University of Pittsburg,SCHOOL OF COMPUTING AND INFORMATION,ASSOCIATE DEAN,M,Don Shields,,,,,,
University of Pittsburg,SCHOOL OF COMPUTING AND INFORMATION,ASSOCIATE DEAN,M,Adam J. Lee,,,,,,
University of Pittsburg,SCHOOL OF COMPUTING AND INFORMATION,ASSOCIATE DEAN,M,Bruce R. Childers,,,,,,
University of Pittsburg,SCHOOL OF COMPUTING AND INFORMATION,DEAN,M,Paul Cohen,,,,,,
University of Pittsburg,SCHOOL OF DENTAL MEDICINE,ASSOCIATE DEAN,F,Jean A O'Donnell ,,,,,,
University of Pittsburg,SCHOOL OF DENTAL MEDICINE,ASSOCIATE DEAN,F,Marnie Oakley ,,,,,,
University of Pittsburg,SCHOOL OF DENTAL MEDICINE,ASSOCIATE DEAN,F,Christine Wankiiri-Hale ,,,,,,
University of Pittsburg,SCHOOL OF DENTAL MEDICINE,ASSOCIATE DEAN,M,Joseph F Petrone ,,,,,,
University of Pittsburg,SCHOOL OF DENTAL MEDICINE,ASSOCIATE DEAN,M,Charles S Sfeir ,,,,,,
University of Pittsburg,SCHOOL OF DENTAL MEDICINE,ASSOCIATE DEAN,M,Robert J Weyant ,,,,,,
University of Pittsburg,SCHOOL OF DENTAL MEDICINE,DEAN,M,Bernard J Costello ,,,,,,
University of Pittsburg,SCHOOL OF EDUCATION,ASSOCIATE DEAN,F,Lindsay Clare Matsumura,,,,,,
University of Pittsburg,SCHOOL OF EDUCATION,ASSOCIATE DEAN,F,Leigh Patel,,,,,,
University of Pittsburg,SCHOOL OF EDUCATION,ASSOCIATE DEAN,M,Kevin Crowley,,,,,,
University of Pittsburg,SCHOOL OF EDUCATION,ASSOCIATE DEAN,M,Michael G. Gunzenhauser,,,,,,
University of Pittsburg,SCHOOL OF EDUCATION,DEAN,F,Valerie Kinloch,,,,,,
University of Pittsburg,SCHOOL OF ENGINEERING ,ASSISTANT DEAN,F,"Vargo, Cathy",,,,,,
University of Pittsburg,SCHOOL OF ENGINEERING ,ASSISTANT DEAN,M,"Shannon, Schohn",,,,,,
University of Pittsburg,SCHOOL OF ENGINEERING ,ASSOCIATE DEAN,F,"Besterfield-Sacre, Mary",,,,,,
University of Pittsburg,SCHOOL OF ENGINEERING ,ASSOCIATE DEAN,M,Minking Chyu,,,,,,
University of Pittsburg,SCHOOL OF ENGINEERING ,ASSOCIATE DEAN,M,David Vorp,,,,,,
University of Pittsburg,SCHOOL OF ENGINEERING ,DEAN,M,James R. Martin I,,,,,,
University of Pittsburg,SCHOOL OF HEALTH AND REHABILITATION SCIENCES,ASSOCIATE DEAN,F,Debora Miller,VICE DEAN,,,,,
University of Pittsburg,SCHOOL OF HEALTH AND REHABILITATION SCIENCES,ASSOCIATE DEAN,M,David Brienza,,,,,,
University of Pittsburg,SCHOOL OF HEALTH AND REHABILITATION SCIENCES,ASSOCIATE DEAN,M,Jean Burgess,,,,,,
University of Pittsburg,SCHOOL OF HEALTH AND REHABILITATION SCIENCES,ASSOCIATE DEAN,M,Kevin Conley,,,,,,
University of Pittsburg,SCHOOL OF HEALTH AND REHABILITATION SCIENCES,ASSOCIATE DEAN,M,Rory Cooper,,,,,,
University of Pittsburg,SCHOOL OF HEALTH AND REHABILITATION SCIENCES,ASSOCIATE DEAN,M,G. Kelley Fitzgerald,,,,,,
University of Pittsburg,SCHOOL OF HEALTH AND REHABILITATION SCIENCES,DEAN,M,Anthony Delitto,,,,,,
University of Pittsburg,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Evelyn Reis,,,,,,
University of Pittsburg,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Kanchan Rao,,,,,,
University of Pittsburg,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,"Cynthia Lance-Jones,",,,,,,
University of Pittsburg,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,J.B. McGee,,,,,,
University of Pittsburg,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Chenits Pettigrew Jr,,,,,,
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,"Ann E. Thompson,",VICE DEAN,,,,,
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,"Beth Piraino,",,,,,,
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Dena Hofkosh,,,,,,
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Darlene F. Zeller,,,,,,
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Joan Harvey,,,,,,
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Saleem A. Khan,,,,,,
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,John P. Horn,,,,,,
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,John F. Mahoney,,,,,,
University of Pittsburg,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Richard Steinman,,,,,,
University of Pittsburg,SCHOOL OF MEDICINE,DEAN,M,"Arthur S. Levine, ",,,,,,
University of Pittsburg,SCHOOL OF NURSING,ASSISTANT DEAN,F,Cynthia Allshouse,,,,,,
University of Pittsburg,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Sandra J. Engberg,,,,,,
University of Pittsburg,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Kathryn R. Puskar,,,,,,
University of Pittsburg,SCHOOL OF NURSING,ASSOCIATE DEAN,M,Julius M. Kitutu,,,,,,
University of Pittsburg,SCHOOL OF NURSING,DEAN,F,Jacqueline Dunbar-Jacob,,,,,,
University of Pittsburg,SCHOOL OF PHARMACY,ASSISTANT DEAN,F,Sharon E. Core,,,,,,
University of Pittsburg,SCHOOL OF PHARMACY,ASSISTANT DEAN,F,Kellie Mitchell,,,,,,
University of Pittsburg,SCHOOL OF PHARMACY,ASSISTANT DEAN,F,Denise Howrie Schiff,,,,,,
University of Pittsburg,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,"Susan M. Meyer,",,,,,,
University of Pittsburg,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,Melissa Somma McGivney,,,,,,
University of Pittsburg,SCHOOL OF PHARMACY,ASSOCIATE DEAN,M,Randall B. Smith,,,,,,
University of Pittsburg,SCHOOL OF PHARMACY,ASSOCIATE DEAN,M,Samuel M. Poloyac,,,,,,
University of Pittsburg,SCHOOL OF PHARMACY,ASSOCIATE DEAN,M,Gordon J. Vanscoy,,,,,,
University of Pittsburg,SCHOOL OF PHARMACY,ASSOCIATE DEAN,M,Xiang-Qun (Sean) Xie,,,,,,
University of Pittsburg,SCHOOL OF PHARMACY,DEAN,F,Patricia Dowley Kroboth,,,,,,
University of Pittsburg,SCHOOL OF PUBLIC AND INTERNATION AFFAIRS,ASSOCIATE DEAN,M,Paul Nelson,,,,,,
University of Pittsburg,SCHOOL OF PUBLIC AND INTERNATION AFFAIRS,DEAN,M,John Keeler,,,,,,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSISTANT DEAN,F,ENAE BRINZA,,,,,,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSISTANT DEAN,F,JOANNE RUSSELL,,,,,,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSISTANT DEAN,F, MARY M. DERKACH,,,,,,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,ELEANOR FEINGOLD,,,,,,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,VELPANDI ,,,,,,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,JESSICA G BURKE,,,,,,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,ENDY  BRAUND,,,,,,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,CINDY BRYCE,,,,,,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,M,NOBLE MASERU,,,,,,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,DEAN,M,Donald S. Burke,,,,,,
University of Pittsburg,SCHOOL OF SOCIAL WORK,ASSOCIATE DEAN,F,Valire Copeland,,,,,,
University of Pittsburg,SCHOOL OF SOCIAL WORK,ASSOCIATE DEAN,M,Shaun M. Eack,,,,,,
University of Pittsburg,SCHOOL OF SOCIAL WORK,DEAN,F,Elizabeth M.Z. Farmer,,,,,,
University of Pittsburg,SENIOR LEADERSHIP,OTHER,F,Laurie J. Kirsch,VICE PROVOST ,,,,,
University of Pittsburg,SENIOR LEADERSHIP,OTHER,F,Alberta M. Sbragia,VICE PROVOST ,,,,,
University of Pittsburg,SENIOR LEADERSHIP,OTHER,M,Ariel Armony,VICE PROVOST ,,,,,
University of Pittsburg,SENIOR LEADERSHIP,OTHER,M,Kenyon R. Bonner,VICE PROVOST ,,,,,
University of Pittsburg,SENIOR LEADERSHIP,OTHER,M,David N. DeJong,VICE PROVOST ,,,,,
University of Pittsburg,SENIOR LEADERSHIP,OTHER,M,Lawrence Feick,VICE PROVOST ,,,,,
University of Pittsburg,SENIOR LEADERSHIP,OTHER,M,Marc Harding,VICE PROVOST ,,,,,
University of Pittsburg,SENIOR LEADERSHIP,OTHER,M,Joseph J. McCarthy,VICE PROVOST ,,,,,
University of Pittsburg,SENIOR LEADERSHIP,OTHER,M,Nathan N. Urban,VICE PROVOST ,,,,,
University of Pittsburg,SENIOR LEADERSHIP,OTHER,M,Stephen R. Wisniewski,VICE PROVOST ,,,,,
University of Pittsburg,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,M,Patrick Gallagher,,,,,,
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Ann Cudd,,,,,,
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Kris Davitt,,,,,,
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Kathy W. Humphrey,,,,,,
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Geovette Washington,,,,,,
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Arthur S. Levine,,,,,,
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Rob A. Rutenbar,,,,,,
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Gregory A. Scott,,,,,,
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,"Jeremy M. Berg,",,,,,,
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,William J. Madden,,,,,,
University of Toronto,FACULTY OF APPLIED SCIENCE AND ENGINEERING ,ASSISTANT DEAN,F,Lisa Camilleri,,,,,,
University of Toronto,FACULTY OF APPLIED SCIENCE AND ENGINEERING ,ASSOCIATE DEAN,F,Julie Audet,vice dean ,,,,,
University of Toronto,FACULTY OF APPLIED SCIENCE AND ENGINEERING ,ASSOCIATE DEAN,M,Thomas W. Coyle,vice dean ,,,,,
University of Toronto,FACULTY OF APPLIED SCIENCE AND ENGINEERING ,ASSOCIATE DEAN,M,Ramin Farnood,vice dean ,,,,,
University of Toronto,FACULTY OF APPLIED SCIENCE AND ENGINEERING ,ASSOCIATE DEAN,M,Bryan Karney,,,,,,
University of Toronto,FACULTY OF APPLIED SCIENCE AND ENGINEERING ,ASSOCIATE DEAN,M,Micah Stickel,vice dean ,,,,,
University of Toronto,FACULTY OF APPLIED SCIENCE AND ENGINEERING ,DEAN,F,Cristina Amon,,,,,,
University of Toronto,"FACULTY OF ARCHITECTURE, LANDSCAPE AND DESIGN",ASSOCIATE DEAN,F,Liat Margolis,,,,,,
University of Toronto,"FACULTY OF ARCHITECTURE, LANDSCAPE AND DESIGN",ASSOCIATE DEAN,F,Zeynep,,,,,,
University of Toronto,"FACULTY OF ARCHITECTURE, LANDSCAPE AND DESIGN",DEAN,M,Richard M. Sommer,,,,,,
University of Toronto,FACULTY OF ARTS AND SCIENCE,ASSISTANT DEAN,F,Carol Robb,,,,,,
University of Toronto,FACULTY OF ARTS AND SCIENCE,ASSOCIATE DEAN,F,Melanie,,,,,,
University of Toronto,FACULTY OF ARTS AND SCIENCE,ASSOCIATE DEAN,F,Alana,,,,,,
University of Toronto,FACULTY OF ARTS AND SCIENCE,ASSOCIATE DEAN,F,Pamela,vice dean ,,,,,
University of Toronto,FACULTY OF ARTS AND SCIENCE,ASSOCIATE DEAN,F,Penelope,vice dean ,,,,,
University of Toronto,FACULTY OF ARTS AND SCIENCE,ASSOCIATE DEAN,M,Jay,vice dean ,,,,,
University of Toronto,FACULTY OF ARTS AND SCIENCE,ASSOCIATE DEAN,M,Mary,vice dean ,,,,,
University of Toronto,FACULTY OF ARTS AND SCIENCE,ASSOCIATE DEAN,M,Dwayne,vice dean ,,,,,
University of Toronto,FACULTY OF ARTS AND SCIENCE,ASSOCIATE DEAN,M,John,vice dean ,,,,,
University of Toronto,FACULTY OF ARTS AND SCIENCE,DEAN,M,David Cameron,,,,,,
University of Toronto,FACULTY OF DENTISTRY ,ASSISTANT DEAN,F,Mary Choi,,,,,,
University of Toronto,FACULTY OF DENTISTRY ,ASSISTANT DEAN,M,James Posluns,,,,,,
University of Toronto,FACULTY OF DENTISTRY ,ASSOCIATE DEAN,F,"Grace Bradley,",,,,,,
University of Toronto,FACULTY OF DENTISTRY ,ASSOCIATE DEAN,M,Jim Yuan Lai ,vice dean ,,,,,
University of Toronto,FACULTY OF DENTISTRY ,ASSOCIATE DEAN,M,Bernhard Ganss,vice dean ,,,,,
University of Toronto,FACULTY OF DENTISTRY ,ASSOCIATE DEAN,M,Ernest Lam,,,,,,
University of Toronto,FACULTY OF DENTISTRY ,DEAN,M,Daniel Haas,,,,,,
University of Toronto,FACULTY OF FORESTRY,DEAN,M,Robert,,,,,,
University of Toronto,FACULTY OF INFORMATION,ASSOCIATE DEAN,F,Kelly,,,,,,
University of Toronto,FACULTY OF INFORMATION,DEAN,F,Wendy,,,,,,
University of Toronto,FACULTY OF KINESIOLOGY AND PHYSICAL EDUCATION,ASSOCIATE DEAN,F,Gretchen,vice dean ,,,,,
University of Toronto,FACULTY OF KINESIOLOGY AND PHYSICAL EDUCATION,ASSOCIATE DEAN,M,Luc,,,,,,
University of Toronto,FACULTY OF KINESIOLOGY AND PHYSICAL EDUCATION,DEAN,M, Ira Jacobs ,,,,,,
University of Toronto,FACULTY OF LAW,ASSOCIATE DEAN,F,Mariana,,,,,,
University of Toronto,FACULTY OF LAW,ASSOCIATE DEAN,F,Kerry,,,,,,
University of Toronto,FACULTY OF LAW,ASSOCIATE DEAN,F,Karen,,,,,,
University of Toronto,FACULTY OF LAW,DEAN,M,Edward,,,,,,
University of Toronto,FACULTY OF MEDICINE,ASSOCIATE DEAN,F,Patricia Houston,vice dean ,,,,,
University of Toronto,FACULTY OF MEDICINE,ASSOCIATE DEAN,F,Lynn Wilson,vice dean ,,,,,
